bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price
5,4,3673,Blue Springs,2011,1,0,Condo,2,1,1095796
5,4,1838,Lenexa,2022,0,0,Condo,1,1,879190
3,1,3334,Lenexa,2006,1,0,House,3,0,942623
4,1,3444,KC Downtown,1992,0,0,House,1,1,1079619
6,1,2625,Lenexa,1996,1,1,Apartment,3,0,988676
3,2,3130,Olathe,2007,1,0,Condo,3,0,931014
1,4,1655,Blue Springs,2004,0,0,Condo,1,1,560280
5,3,614,KC Downtown,2015,0,0,Apartment,2,1,707697
3,1,3989,Lenexa,1981,0,1,Apartment,3,1,1046415
3,1,2469,Leawood,2011,1,1,Condo,1,1,776140
1,4,3914,Leawood,2011,1,0,Condo,2,0,963898
2,4,616,Olathe,1985,0,0,Apartment,2,1,547446
4,4,3181,Lenexa,2010,0,0,House,3,1,1039149
6,3,2379,Leawood,1988,1,1,Condo,2,1,1048876
2,2,2549,Blue Springs,2022,0,1,Condo,2,1,757858
5,2,680,Overland Park,1995,1,0,Condo,3,0,706694
3,1,3303,Blue Springs,2004,0,0,Condo,2,0,830724
1,2,3083,Olathe,2019,0,0,Apartment,1,1,762315
1,3,3679,Blue Springs,2007,1,1,Apartment,2,1,938945
4,2,1618,Lenexa,1996,1,1,Apartment,1,0,720926
2,3,3326,Blue Springs,2010,0,1,Apartment,2,0,858306
4,1,3958,Lenexa,2002,1,0,Apartment,3,1,1035657
3,4,1379,KC Downtown,2010,1,1,House,2,1,875927
4,3,2424,Lenexa,2005,1,0,House,1,0,870461
6,4,2833,Olathe,1983,0,1,House,2,0,1160394
1,1,3069,Lenexa,2018,0,0,House,3,1,810264
1,3,3113,KC Downtown,2022,1,0,Apartment,2,0,898449
5,3,2730,Overland Park,2022,1,0,Apartment,2,1,1029198
5,2,3214,Olathe,2022,0,0,House,1,0,1006305
3,3,3290,KC Downtown,1994,1,1,Apartment,2,0,1064940
6,1,924,Lenexa,2016,0,0,Apartment,1,1,619345
2,4,2698,Olathe,2017,0,1,Condo,3,0,882627
4,3,1650,Leawood,2002,0,1,Condo,2,1,795212
3,1,1276,Lenexa,1984,0,1,House,3,0,646918
5,1,2629,KC Downtown,2020,0,1,Apartment,3,0,1007107
4,3,3628,Lenexa,2022,1,0,Condo,1,1,1055088
5,2,2611,KC Downtown,2004,1,0,Apartment,2,0,998560
4,3,1392,Blue Springs,2009,1,1,Condo,1,1,752653
2,3,3733,Overland Park,2005,0,0,House,1,0,1009773
3,2,3304,Overland Park,1982,0,0,Apartment,1,1,955048
4,1,1794,Olathe,1983,1,0,Apartment,2,0,729669
6,3,3957,KC Downtown,1997,1,1,Condo,1,1,1369810
1,2,2764,Overland Park,2016,0,1,House,3,1,886436
6,4,3675,Leawood,1990,0,0,Condo,2,1,1161290
6,4,3737,Olathe,1990,1,0,House,3,1,1290466
1,2,3731,Leawood,2015,1,0,House,1,1,916092
6,1,1504,Overland Park,1995,0,1,House,1,0,842278
4,2,1101,KC Downtown,2022,0,1,Apartment,3,0,754657
4,1,1398,Olathe,2004,0,1,Condo,3,0,745588
4,4,3504,Leawood,1980,0,1,Apartment,1,1,1074285
1,3,3900,Overland Park,2005,0,0,Apartment,2,1,973339
6,2,1723,Lenexa,2009,1,1,Apartment,2,0,871119
1,4,1742,Leawood,1985,0,0,House,1,0,628660
4,3,2716,Blue Springs,2006,1,1,House,1,0,934660
6,4,3311,Olathe,1998,0,1,House,3,1,1223320
6,2,3439,Leawood,2017,0,0,House,3,0,1116852
5,2,820,Olathe,2022,0,0,House,1,1,665684
5,3,3657,Overland Park,1998,0,1,House,1,1,1231136
2,2,2870,Overland Park,2018,0,1,Apartment,1,1,873095
3,4,3324,Olathe,2011,0,0,House,3,1,1043629
5,3,2858,Overland Park,1980,1,1,Condo,1,1,1088504
1,3,1530,KC Downtown,2004,0,1,House,1,0,722317
5,4,1485,Olathe,1992,0,1,Apartment,3,1,888011
2,1,3529,KC Downtown,1989,0,0,Condo,3,1,1014412
6,3,861,Olathe,1997,0,1,Apartment,2,1,797476
2,1,3165,Lenexa,2015,0,0,Apartment,3,0,745026
6,4,1871,Lenexa,2001,0,1,Condo,2,0,900728
6,4,1397,Leawood,1985,0,1,House,2,1,854256
3,3,1880,Overland Park,2006,1,1,Apartment,1,0,811309
5,2,3734,Lenexa,1987,1,0,Apartment,1,1,1097001
1,3,3187,Overland Park,2003,1,0,Condo,3,0,925994
1,2,1016,Leawood,1999,1,0,House,1,0,490266
4,1,2700,KC Downtown,2001,1,0,Condo,3,1,999451
6,2,2387,Lenexa,1988,1,1,Condo,1,1,1003077
1,3,637,Blue Springs,2019,1,0,Apartment,2,1,451165
3,2,2955,Blue Springs,2018,1,1,House,2,0,893188
6,4,1445,Blue Springs,1998,0,0,Apartment,1,0,774556
3,1,1497,Blue Springs,1980,1,1,House,3,1,672798
1,4,652,Blue Springs,1990,1,1,Condo,2,0,517659
1,4,1205,Blue Springs,2020,1,1,House,1,0,552253
4,4,1051,Blue Springs,2021,1,0,Apartment,3,0,639056
1,4,1060,Lenexa,1989,0,1,House,1,0,571447
6,2,1374,Blue Springs,1980,1,0,House,3,1,810090
6,4,2458,Olathe,2006,0,0,Apartment,3,1,1004902
6,2,1760,Olathe,1996,1,1,Apartment,2,1,959726
4,4,1995,Blue Springs,1996,1,0,Apartment,1,0,805722
4,3,3927,Leawood,2018,0,0,Condo,2,1,1069544
1,4,3042,Lenexa,2022,0,1,Apartment,2,0,841129
2,3,1660,Olathe,1981,0,0,Condo,2,0,646777
2,2,2277,Leawood,2002,1,0,House,3,1,774703
4,1,3818,Overland Park,2020,0,0,House,2,1,1066523
1,2,3679,Blue Springs,1989,0,1,Apartment,2,0,870007
2,1,3922,KC Downtown,2021,0,0,Condo,1,0,1028820
1,1,3294,Blue Springs,2009,0,1,Condo,2,1,806796
1,4,2910,Blue Springs,2014,0,1,Condo,1,1,809244
1,1,3279,Leawood,2004,0,0,Apartment,2,1,725036
5,2,1882,Overland Park,1996,0,1,Apartment,3,1,867838
6,4,1946,Leawood,1998,1,1,Condo,3,0,952316
1,1,3177,Lenexa,1997,0,0,House,1,0,780048
5,2,2948,Overland Park,1997,1,0,House,1,1,1071470
4,1,2488,Olathe,2014,0,0,Apartment,2,1,810036
2,1,1084,Overland Park,1989,1,1,Apartment,3,1,645529
6,4,691,Overland Park,2002,0,0,Condo,3,1,822671
2,4,1787,Leawood,2001,0,0,Condo,1,0,611267
6,2,1958,Blue Springs,1988,1,1,Condo,2,0,865878
2,4,2962,Blue Springs,2011,1,0,House,3,0,873908
6,4,2537,Blue Springs,2005,1,0,Condo,1,1,1010577
2,3,3592,Blue Springs,2008,0,0,Condo,2,1,916703
2,3,2885,Blue Springs,2021,1,1,Apartment,1,0,839095
2,2,2309,Lenexa,1998,0,0,Apartment,2,1,735293
2,4,2730,KC Downtown,2008,0,1,Condo,3,1,1024340
4,2,3316,Olathe,2014,0,1,Apartment,1,1,1001810
1,3,2589,Overland Park,1991,0,0,Condo,3,1,815090
3,3,3780,KC Downtown,1987,0,0,Condo,1,0,1100537
5,3,777,Lenexa,2004,0,0,Condo,1,1,656386
3,2,849,Blue Springs,2006,0,0,Apartment,3,0,438658
3,4,1364,Lenexa,2022,1,1,Condo,1,0,738456
6,1,3314,Olathe,1985,0,0,Apartment,2,1,1054813
1,4,3550,Olathe,1992,0,1,House,2,0,1007367
6,2,690,Lenexa,1990,0,0,House,2,1,681495
1,3,938,KC Downtown,2017,1,0,Apartment,1,0,552119
1,1,2261,Overland Park,1985,1,1,House,1,1,796166
2,2,2472,Leawood,1984,1,1,House,1,1,767449
4,3,768,Leawood,1986,0,1,House,3,1,657992
2,2,3810,Olathe,1998,0,0,Condo,1,1,966555
4,1,3225,Overland Park,2022,1,0,House,1,1,978981
6,3,3855,Blue Springs,1985,0,0,Condo,3,1,1139575
4,4,1379,Lenexa,2004,1,1,Apartment,1,0,765206
6,2,769,Blue Springs,1988,1,1,Apartment,3,0,682674
3,1,3009,Olathe,1999,0,1,House,3,0,919065
3,4,2891,Lenexa,2004,1,1,Condo,3,0,988971
4,1,737,Leawood,1987,0,0,Apartment,3,1,550043
4,2,3699,Olathe,2016,1,1,Apartment,3,0,1110547
6,1,1118,Olathe,2017,0,0,Condo,2,0,719775
2,3,2021,Overland Park,1981,1,1,House,2,1,852031
6,1,2980,KC Downtown,2001,1,0,Apartment,1,1,1116005
2,2,3612,Olathe,2015,0,0,House,1,1,961622
3,3,3988,KC Downtown,1983,1,0,House,1,1,1204917
1,1,3210,Overland Park,1980,1,0,Condo,1,0,825256
4,1,3073,Olathe,2012,1,0,House,1,1,974170
2,3,1759,Olathe,2003,0,0,Apartment,3,1,703754
6,4,3288,Leawood,1984,1,0,Condo,2,0,1100161
3,4,1308,Lenexa,2014,0,1,House,2,1,745545
2,3,1890,KC Downtown,2021,1,1,Condo,2,0,809175
6,1,2635,Leawood,2005,1,1,Condo,3,1,1028712
4,4,706,Olathe,2022,1,1,Condo,2,1,690026
4,3,3207,Overland Park,2020,0,1,House,3,0,1105409
5,2,2785,Blue Springs,2022,1,1,Condo,2,1,994121
1,1,3262,Leawood,2005,0,0,House,3,0,756712
5,2,2694,Leawood,2020,1,0,Condo,1,1,899889
3,1,2612,Blue Springs,1984,0,0,House,1,0,738371
2,4,2288,Olathe,1997,1,0,Condo,3,0,793760
3,2,3015,Leawood,2004,1,1,House,3,0,943513
6,2,605,KC Downtown,2020,1,1,Apartment,3,1,868120
4,3,1122,Olathe,2019,1,0,Apartment,2,1,703993
5,4,3176,KC Downtown,2017,0,1,Condo,1,1,1214295
5,4,2278,KC Downtown,2000,1,1,Apartment,2,0,1063774
5,1,3943,Leawood,2003,0,1,House,1,1,1127647
3,3,665,Olathe,2007,0,0,Apartment,2,1,521770
4,3,3067,Leawood,1983,0,0,House,2,0,947329
2,1,3581,Leawood,1987,1,1,House,3,0,961166
6,2,1097,Olathe,2012,0,1,Apartment,1,1,790745
2,1,2092,Olathe,1982,0,1,Apartment,2,1,735877
3,1,2978,Olathe,1999,0,0,House,3,1,888564
6,1,3415,Olathe,2014,0,1,Apartment,3,0,1089959
5,3,1600,Overland Park,2018,0,1,Apartment,3,1,874573
1,1,2262,Olathe,2022,1,0,Condo,3,1,686105
3,1,3802,Blue Springs,1986,1,1,House,2,1,1023072
3,1,2617,Olathe,2006,1,0,Condo,2,1,841513
4,4,3177,Leawood,1984,1,0,House,1,1,1043046
2,2,2342,Blue Springs,2016,1,0,Apartment,2,1,660977
3,2,2224,Lenexa,1980,0,1,House,3,1,827767
3,2,2890,KC Downtown,2001,1,1,Apartment,1,1,1026252
5,2,2997,Overland Park,1986,1,1,Condo,1,0,1063639
5,3,1640,Blue Springs,1987,0,0,House,2,1,780716
6,3,2089,KC Downtown,2009,1,1,Condo,1,1,1085439
1,1,3382,Overland Park,2007,1,1,House,2,0,901290
4,3,3529,Olathe,2005,0,0,Condo,3,0,1080069
1,2,962,KC Downtown,2013,1,0,Apartment,3,0,567756
6,4,3881,Leawood,2011,1,1,House,2,0,1229956
5,1,3662,Leawood,2001,1,0,Condo,3,1,1096158
2,1,2234,Olathe,1999,1,1,Apartment,2,1,772380
5,2,1124,KC Downtown,1993,0,1,Apartment,2,1,810178
4,2,1430,Olathe,2002,1,1,House,3,0,817508
5,2,3429,Olathe,1982,1,0,House,3,0,1121104
4,3,2322,Overland Park,1998,1,1,House,1,1,1008481
4,1,1019,KC Downtown,1993,0,0,Condo,3,0,696033
4,2,3433,Lenexa,2019,1,1,Apartment,3,1,1058681
6,4,732,Olathe,2018,1,0,Apartment,2,0,788057
4,1,2661,Overland Park,2016,1,0,House,2,1,894245
4,1,1667,Overland Park,2014,1,1,Apartment,3,1,805127
2,3,2000,KC Downtown,1980,0,1,Apartment,1,0,817762
1,1,2942,Blue Springs,1998,0,0,House,2,1,699347
3,2,2019,Olathe,1994,0,0,Apartment,2,0,716305
1,2,3775,Olathe,2004,0,1,Apartment,3,1,942508
4,4,3092,KC Downtown,1980,0,0,House,3,1,1114177
2,1,3733,Blue Springs,2010,0,1,Condo,3,0,896799
5,1,2444,Overland Park,2016,1,1,House,3,1,1020480
2,3,3059,Leawood,2022,1,1,Apartment,3,0,906677
4,2,1229,Olathe,2001,1,1,House,1,0,774184
2,4,920,Leawood,1999,1,1,House,2,1,632471
2,2,1754,Olathe,2020,0,0,Apartment,1,1,639358
4,1,2434,KC Downtown,2022,1,0,Apartment,1,0,910789
6,1,3465,Olathe,1984,0,0,Condo,3,0,1092223
2,4,1822,Blue Springs,1994,0,1,Condo,2,0,674086
3,1,1504,Olathe,1981,1,1,Apartment,3,0,708694
3,4,635,KC Downtown,1991,0,0,Condo,1,0,679080
2,4,3438,Lenexa,1986,1,0,Condo,2,0,975362
6,2,3887,KC Downtown,1981,0,1,House,2,1,1315211
5,4,3233,KC Downtown,1987,0,0,House,3,0,1188273
4,1,2953,KC Downtown,1988,0,0,Condo,1,0,917854
3,3,2190,KC Downtown,2006,1,0,House,3,0,933772
5,3,3655,Blue Springs,2007,1,1,House,2,1,1174595
2,1,3540,Olathe,2016,1,0,Apartment,3,1,897952
5,3,611,Blue Springs,1994,0,1,Condo,2,1,652716
1,3,2730,Blue Springs,1998,0,1,Condo,3,0,752769
3,4,3703,Lenexa,2009,0,0,Apartment,1,1,1037960
2,3,2031,Lenexa,1992,0,0,Apartment,1,0,676044
4,3,3757,Olathe,1985,1,0,Apartment,3,1,1134991
6,3,2586,Olathe,2009,1,0,House,1,0,1029249
2,2,2367,KC Downtown,1980,1,0,Apartment,3,1,865150
4,1,2034,Blue Springs,2021,0,0,Apartment,2,1,672275
6,4,1556,Lenexa,2017,1,1,Apartment,1,0,884121
6,3,1312,Leawood,2004,0,1,Apartment,1,0,755777
2,1,2642,KC Downtown,2014,0,0,House,1,1,834772
5,3,1879,Overland Park,2005,0,0,Condo,2,0,850016
5,2,840,Blue Springs,1992,1,1,Apartment,1,0,600011
6,2,3545,KC Downtown,1998,0,0,Apartment,1,1,1164081
5,3,2555,Olathe,1989,0,0,Condo,3,0,964837
1,3,2612,KC Downtown,1986,1,0,Condo,3,0,870843
6,3,1495,Overland Park,1994,0,1,Apartment,2,0,919935
6,2,3554,Olathe,2002,0,0,Apartment,2,0,1116976
4,2,2075,Leawood,2015,1,1,Condo,3,1,864137
5,1,3403,Lenexa,2022,0,1,Apartment,1,0,1003494
6,4,1624,Lenexa,2010,0,1,House,3,1,949192
1,4,1200,Overland Park,1987,1,0,Apartment,3,0,642172
4,2,2929,Overland Park,2009,0,0,Apartment,2,0,920660
2,4,3298,Lenexa,2013,0,0,House,2,0,944634
6,3,1198,Leawood,2012,1,0,Condo,1,1,813625
1,1,3626,Leawood,1980,0,1,Condo,3,0,839656
3,2,2484,KC Downtown,1995,0,0,Condo,1,1,873177
1,2,1742,Overland Park,1990,0,0,Apartment,2,1,595950
1,4,1611,Overland Park,2006,0,0,Condo,2,0,629248
4,3,3547,Overland Park,2001,1,0,House,2,0,1118603
2,1,2128,Olathe,2019,1,1,House,1,0,755153
3,4,1703,Lenexa,1998,1,1,Apartment,1,0,773656
5,2,2246,Lenexa,1985,1,1,Condo,3,1,935882
5,2,2300,Lenexa,2019,1,1,Condo,2,0,934682
1,4,3541,Leawood,2018,0,1,House,3,1,1002468
4,3,1556,Lenexa,1999,0,1,Condo,2,1,807147
4,1,818,KC Downtown,1982,0,0,House,3,0,662322
5,1,1326,Olathe,1980,0,0,Apartment,2,0,669030
3,1,3656,Lenexa,2002,1,1,House,3,1,1050070
2,1,2330,Olathe,2017,0,1,Condo,1,0,714748
3,3,2089,Olathe,1982,1,1,House,1,0,825350
6,2,2417,Leawood,2013,0,0,Condo,3,1,966804
6,2,1117,Overland Park,1996,1,1,Apartment,2,1,833813
2,1,1411,Olathe,2006,0,1,House,1,1,618649
5,1,3149,KC Downtown,2018,1,0,Apartment,3,0,1088806
2,1,2705,Leawood,2002,1,1,Apartment,1,1,752887
4,4,1960,Blue Springs,2017,1,0,House,3,0,829675
6,4,1413,Olathe,1990,0,1,House,3,0,903923
1,2,1213,Olathe,1994,0,0,House,1,0,536244
1,2,1025,Overland Park,2005,1,0,Apartment,1,1,532178
5,1,2183,Lenexa,1990,1,0,House,3,0,907718
4,4,2034,Leawood,1986,0,0,Condo,3,0,822778
3,3,2411,Blue Springs,1987,1,1,Condo,3,1,894195
4,4,1482,Leawood,1984,0,1,Condo,3,0,778636
1,2,2298,Lenexa,1996,1,0,Condo,3,1,727895
1,4,1031,Leawood,2002,0,1,Apartment,1,1,543038
6,2,3867,Blue Springs,1981,1,0,Apartment,2,1,1141006
4,1,2000,Leawood,2006,1,1,Apartment,3,1,802181
4,3,1547,KC Downtown,2000,1,1,Condo,2,0,894459
1,1,1988,KC Downtown,1986,1,0,Apartment,2,1,709328
3,1,2267,Lenexa,2017,0,1,Apartment,2,0,759999
5,3,3582,Blue Springs,2005,0,1,Condo,3,0,1090605
5,3,3052,Blue Springs,2009,0,0,House,1,1,978609
4,3,3139,Blue Springs,1991,0,1,Apartment,2,0,928363
5,2,2713,Blue Springs,1990,1,0,Apartment,3,1,913934
1,1,1511,Blue Springs,1996,0,0,House,1,1,506590
1,2,990,Overland Park,1989,0,1,Apartment,1,1,536737
4,3,682,Leawood,1995,0,1,Condo,2,0,634220
4,2,1602,Olathe,1994,1,0,House,2,1,776724
6,3,1080,Blue Springs,1994,0,0,Apartment,2,0,686835
4,4,1376,Olathe,1999,0,1,Apartment,1,1,751121
3,3,3900,KC Downtown,1983,0,0,Apartment,1,0,1104472
5,1,3432,Olathe,2011,0,0,Apartment,1,0,942257
4,1,2354,Olathe,2001,1,1,Condo,2,1,914986
2,1,1848,Leawood,2014,0,0,House,2,0,628941
6,2,1736,Olathe,1993,1,0,Condo,3,1,930744
2,1,3299,Lenexa,2009,0,1,Condo,3,0,886966
1,3,3856,Lenexa,2010,1,0,Apartment,2,0,972243
5,4,2135,Blue Springs,1989,1,1,Apartment,1,1,922698
4,1,3844,Overland Park,1985,0,0,Apartment,1,1,1061427
2,2,2511,Overland Park,2006,0,0,House,2,0,815513
5,4,1122,Leawood,1990,0,1,Condo,3,0,746599
1,1,2532,Overland Park,2015,1,0,Condo,2,1,755020
3,1,2294,Olathe,1989,1,1,Condo,2,0,802630
6,4,2852,Lenexa,1995,0,0,House,1,1,1069605
5,1,1341,Blue Springs,2003,1,0,Apartment,2,0,644928
5,2,2966,KC Downtown,2000,0,1,Apartment,2,0,1090109
3,3,3830,Olathe,2019,0,1,House,1,0,1081842
5,3,877,Lenexa,2020,0,1,House,1,1,714605
1,4,3549,Lenexa,2015,0,1,Apartment,1,0,878675
1,3,747,Leawood,2021,0,1,Condo,1,1,490902
3,1,1377,Olathe,2002,1,1,Apartment,3,0,649742
6,1,1706,Overland Park,2000,1,1,House,3,1,920030
4,2,1018,KC Downtown,2011,0,0,House,2,0,733684
2,3,3185,KC Downtown,1996,1,0,Apartment,1,0,968729
4,4,3039,Overland Park,1996,1,1,Condo,1,1,1097323
5,1,1756,Blue Springs,2000,1,0,House,1,0,720920
2,4,1539,Overland Park,1983,0,1,House,3,1,831133
3,1,2619,Blue Springs,2002,0,1,House,2,0,769437
3,1,2227,KC Downtown,2004,0,0,Apartment,2,0,803264
6,2,841,Olathe,2011,1,0,Apartment,2,1,742156
2,3,1598,Leawood,1985,1,0,House,1,1,664603
1,2,1823,Lenexa,1993,0,1,Apartment,3,1,647578
2,3,3788,Olathe,2020,1,1,Condo,1,1,1068350
5,4,1842,KC Downtown,2017,1,1,Apartment,1,1,984264
1,3,3976,KC Downtown,2021,0,0,House,3,1,1101300
3,4,2890,KC Downtown,2017,1,1,Condo,2,0,1065559
2,1,3963,Lenexa,2020,1,1,Apartment,3,0,968483
4,4,3623,Blue Springs,1995,1,1,House,1,1,1092306
6,4,2417,Leawood,2011,0,1,House,1,1,1021700
4,1,3972,Olathe,1995,0,1,Condo,3,0,1109195
6,4,2452,Olathe,1998,1,1,Apartment,3,0,1063611
5,4,1283,Leawood,2016,1,1,Apartment,3,0,813880
4,1,2011,Leawood,2022,1,0,Apartment,2,0,729805
2,1,3235,Blue Springs,2000,1,0,Apartment,2,0,776636
2,1,1832,Olathe,1994,1,1,Condo,3,1,734715
4,3,3985,Overland Park,2005,1,1,House,3,0,1284893
2,1,1216,Overland Park,2009,1,0,House,1,0,613030
5,1,2627,Leawood,2019,1,0,House,3,1,900056
1,4,2673,KC Downtown,1994,0,1,Apartment,2,0,928349
5,2,3510,KC Downtown,2022,0,0,Apartment,3,1,1165989
6,2,2726,Lenexa,1992,1,0,Apartment,3,1,991959
5,3,1611,Overland Park,2006,1,1,Apartment,3,1,902232
6,3,2617,KC Downtown,2002,1,1,House,1,0,1177026
2,2,727,Leawood,2013,0,1,House,2,0,520496
1,2,1012,Lenexa,2013,1,1,Condo,3,1,575498
2,1,2784,Overland Park,2002,1,1,Condo,1,0,830001
3,4,1957,Lenexa,1999,1,1,Apartment,3,0,819217
2,1,3195,KC Downtown,1988,0,1,Condo,2,0,940362
6,3,3035,Leawood,1999,0,1,House,1,0,1086433
2,2,1170,Leawood,2018,1,0,House,1,0,546992
2,3,3901,Leawood,1993,1,0,House,1,0,987626
1,1,3663,KC Downtown,2005,1,1,House,2,0,1017472
2,3,3068,Blue Springs,2006,0,1,Apartment,3,1,859336
1,3,3795,Olathe,2013,0,0,Apartment,1,0,870117
4,4,3759,Olathe,2008,1,1,Condo,2,0,1184143
3,3,740,Leawood,2011,1,0,Apartment,1,0,531520
1,1,2539,Olathe,2020,0,1,Condo,1,0,704916
6,4,650,Blue Springs,1984,0,0,House,1,0,682034
4,3,3634,Leawood,1983,0,1,Condo,2,1,1067752
1,1,3576,Blue Springs,2002,1,1,Apartment,2,0,842060
1,2,2028,Overland Park,2000,0,0,Apartment,3,1,683905
3,4,1960,Olathe,2012,0,1,House,1,1,837380
6,3,3309,Overland Park,2020,0,0,Apartment,3,1,1157313
5,3,965,Leawood,2003,1,0,House,3,1,726276
5,4,3555,Lenexa,1995,1,0,Apartment,1,1,1107217
1,1,2534,Lenexa,2011,1,0,House,1,0,694033
2,3,3645,KC Downtown,1998,0,0,Condo,3,0,1060609
6,1,2603,Overland Park,2005,0,0,Condo,1,1,963419
4,4,3501,Overland Park,1982,1,1,House,1,0,1156764
2,3,857,Lenexa,2014,0,0,Condo,3,1,554206
2,2,644,Leawood,2018,1,0,Apartment,1,0,405298
6,2,868,KC Downtown,1997,0,0,House,1,0,776520
1,2,1934,Overland Park,1986,1,1,Condo,2,1,729616
1,4,1271,KC Downtown,2011,1,1,Condo,1,0,687682
1,3,3666,Overland Park,2003,1,0,Apartment,2,0,941538
1,4,1901,Blue Springs,1995,0,0,Condo,1,1,623294
5,3,3504,Blue Springs,2003,1,1,Condo,3,1,1103481
1,2,2792,KC Downtown,1983,1,1,House,3,1,950531
5,2,2589,Lenexa,2011,0,1,Apartment,2,0,886645
5,1,834,Lenexa,2021,0,0,Condo,1,0,589348
1,4,3338,Overland Park,2013,0,0,House,2,1,959369
3,4,3367,Olathe,1998,0,0,Condo,1,0,977458
4,1,3807,Blue Springs,1993,1,1,House,1,0,1058792
2,2,2068,Blue Springs,2017,1,0,Apartment,1,1,665106
5,2,3000,KC Downtown,1992,1,1,Apartment,2,1,1099459
6,4,2017,Olathe,2001,0,1,Apartment,2,0,968298
6,3,1593,KC Downtown,2010,1,1,Condo,2,0,982146
4,2,874,Lenexa,2009,0,0,Condo,3,0,621994
6,1,1509,Lenexa,2002,1,1,House,2,1,852613
3,1,3994,Olathe,1991,0,0,Apartment,1,0,976486
6,1,3854,Olathe,2022,0,0,Apartment,2,0,1115455
2,4,1039,Lenexa,1993,0,1,House,3,0,643732
2,4,1686,Leawood,2015,0,1,House,3,1,741519
5,4,2496,Blue Springs,1987,0,1,Condo,3,1,988108
1,4,2350,Blue Springs,2003,1,0,Apartment,2,0,691871
3,1,1471,KC Downtown,1982,0,1,Condo,3,0,731111
5,1,1250,Blue Springs,1993,0,1,House,3,1,760157
3,4,3590,KC Downtown,1990,1,1,Apartment,3,1,1201073
1,4,633,Olathe,2017,0,0,House,3,0,523779
6,1,3352,Olathe,2007,1,0,House,3,0,1127386
6,4,1466,Leawood,2002,1,0,Apartment,2,0,803104
1,4,3632,Olathe,1997,0,1,Condo,3,0,965593
5,4,1431,Lenexa,1999,1,1,House,2,1,860323
1,4,1710,Leawood,2012,0,0,House,1,1,593036
4,2,3881,Lenexa,1981,0,1,House,2,0,1105078
2,4,1061,Lenexa,2018,0,0,Condo,2,0,571990
5,1,2728,KC Downtown,2016,1,1,Condo,3,0,1073190
3,1,921,Lenexa,2005,0,1,Condo,3,0,571623
4,1,1014,Leawood,1981,1,0,Apartment,3,1,625491
5,1,2474,Overland Park,1982,0,0,Condo,2,0,900089
1,4,3639,Olathe,1999,0,0,House,2,1,945081
1,2,2837,KC Downtown,1989,0,0,House,3,1,878852
1,3,1856,Olathe,2021,0,1,Apartment,1,0,691486
1,3,3039,Lenexa,2000,1,1,Condo,1,0,828074
3,3,3840,Lenexa,2019,0,0,Apartment,1,1,1011757
4,3,767,Blue Springs,1988,0,0,House,1,1,611824
6,1,3902,KC Downtown,1981,0,1,Condo,3,1,1296233
2,4,1773,KC Downtown,2007,0,0,Apartment,3,0,753325
3,4,3311,Leawood,1982,0,1,Condo,2,1,1004374
3,3,2009,Overland Park,1995,0,1,Condo,1,0,785125
6,3,3028,Leawood,1983,1,0,House,2,0,1086106
6,2,2432,Leawood,2002,1,0,House,3,0,965124
2,2,2624,Leawood,2009,1,0,House,2,1,835388
2,2,3946,Overland Park,2017,0,1,Apartment,2,0,1033675
6,1,2240,Leawood,1992,0,1,Apartment,1,0,802941
1,4,1497,Olathe,1985,0,1,Apartment,1,0,612121
3,1,3511,KC Downtown,1989,1,1,Condo,1,1,1038928
5,1,2709,Overland Park,1996,1,0,Condo,1,1,996105
2,4,3175,Lenexa,1987,0,0,House,2,0,890996
2,2,1461,Blue Springs,1988,1,1,Condo,3,1,657667
6,4,749,Blue Springs,2013,1,1,Condo,1,1,777662
4,3,3813,Olathe,1996,0,0,House,3,0,1104838
5,2,2763,KC Downtown,2022,0,0,Apartment,2,0,1028117
5,4,1423,Blue Springs,2001,1,1,House,2,0,831085
2,1,2712,Olathe,1982,1,1,Condo,1,0,855140
1,4,2052,Olathe,2020,0,0,House,2,1,710344
4,2,2957,Blue Springs,2019,1,0,Condo,3,0,929885
5,3,3353,Blue Springs,2008,1,0,House,1,1,1065178
2,1,3501,Olathe,2018,0,1,Condo,3,1,933447
5,3,2053,Olathe,2006,0,1,Condo,1,1,941425
4,3,3671,Lenexa,2018,1,0,House,1,0,1055686
4,1,3832,Blue Springs,2019,1,1,Condo,2,0,1058448
3,4,905,Leawood,2016,0,0,Condo,2,0,564694
6,4,1984,Olathe,1982,0,1,Condo,3,1,1020134
6,3,3949,KC Downtown,1998,0,1,House,1,0,1330668
2,4,3967,KC Downtown,2013,1,0,Apartment,3,1,1197185
4,2,2174,Olathe,1993,1,0,Apartment,1,0,795806
3,3,1472,KC Downtown,2000,0,1,House,2,1,807655
3,3,768,Lenexa,1981,1,0,House,2,0,594634
5,3,2082,Lenexa,1989,1,1,Apartment,1,0,857287
5,2,2203,Olathe,2021,0,1,House,3,0,975451
3,3,1630,Blue Springs,1996,1,0,Condo,2,1,687073
5,4,2334,Leawood,1981,1,0,House,1,1,931949
4,4,3803,Blue Springs,2006,1,0,Apartment,1,0,1032540
1,4,3235,KC Downtown,1980,1,0,Condo,1,0,1002850
4,4,3409,Leawood,2015,0,0,Apartment,1,0,1010508
3,3,946,KC Downtown,2012,1,1,Apartment,3,1,773543
